intent;mensaje;enlaces;frases
saludo;Indícame cómo protegerme de la mala calidad del aire.;"['https://alerta.peru.gob.pe';'https://www.senamhi.gob.pe';'https://www.gob.pe/indeci']";"['alertas meteorológicas vigentes';'guía de preparación familiar']"
reportar_evento;Agradezco la ayuda brindada.;"['https://www.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['guía de preparación familiar';'cómo participar en un simulacro';'sugerencias sobre la calidad del aire']"
alertas_meteorologicas;Hola, gracias por la atención.;"['https://www.senamhi.gob.pe';'https://www.ssalud.gob.pe']";"['protocolos de evacuación';'sugerencias sobre la calidad del aire';'cómo actuar durante una emergencia';'guía de preparación familiar']"
reportar_evento;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.minsa.gob.pe';'https://www.senamhi.gob.pe';'https://www.unisdr.org']";"['dónde acudir en caso de desastre';'qué hacer si hay un huaico']"
obtener_pronostico;Quiero reportar un huaico en mi zona.;"['https://www.defensacivil.gob.pe';'https://alerta.peru.gob.pe']";"['cómo actuar durante una emergencia';'cómo participar en un simulacro']"
explicar_tipo_desastre;Hola, gracias por la atención.;"['https://www.ssalud.gob.pe';'https://www.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['cómo participar en un simulacro';'protocolos de evacuación']"
recomendar_medidas;Buenos días, ¿qué temas cubre este asistente?;"['https://alerta.peru.gob.pe';'https://www.senamhi.gob.pe';'https://www.peru.gob.pe']";"['medidas ante lluvias intensas';'líneas de ayuda y emergencia';'protocolos de evacuación';'dónde acudir en caso de desastre']"
rutas_evacuacion;Buenos días, ¿qué temas cubre este asistente?;"['https://www.onu.org.pe/prevencion';'https://www.unisdr.org';'https://www.senamhi.gob.pe';'https://www.defensacivil.gob.pe']";"['medidas ante lluvias intensas';'dónde acudir en caso de desastre';'cómo participar en un simulacro';'guía de preparación familiar']"
agradecimiento;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.peru.gob.pe';'https://www.senamhi.gob.pe';'https://www.unisdr.org';'https://www.cruzroja.org.pe']";"['guía de preparación familiar';'explicación de desastres naturales';'sugerencias sobre la calidad del aire';'dónde acudir en caso de desastre']"
calidad_del_aire;Buenos días, ¿qué temas cubre este asistente?;"['https://www.cruzroja.org.pe';'https://www.onu.org.pe/prevencion']";"['medidas ante lluvias intensas';'protocolos de evacuación';'cómo participar en un simulacro']"
ayuda;¿Puedes explicarme qué es un aluvión?;"['https://alerta.peru.gob.pe';'https://www.senamhi.gob.pe';'https://www.unisdr.org']";"['medidas ante lluvias intensas';'protocolos de evacuación']"
alertas_meteorologicas;¿Cuáles son las medidas de prevención frente a sismos?;"['https://www.cruzroja.org.pe';'https://www.gob.pe/indeci';'https://www.onu.org.pe/prevencion';'https://alerta.peru.gob.pe']";"['líneas de ayuda y emergencia';'explicación de desastres naturales';'guía de preparación familiar';'protocolos de evacuación']"
reportar_evento;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.minsa.gob.pe';'https://alerta.peru.gob.pe';'https://www.senamhi.gob.pe']";"['qué hacer si hay un huaico';'guía de preparación familiar';'alertas meteorológicas vigentes';'medidas ante lluvias intensas']"
obtener_pronostico;Buenos días, ¿qué temas cubre este asistente?;"['https://www.peru.gob.pe';'https://www.cruzroja.org.pe';'https://www.minsa.gob.pe']";"['alertas meteorológicas vigentes';'cómo participar en un simulacro';'dónde acudir en caso de desastre';'medidas ante lluvias intensas']"
explicar_tipo_desastre;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.peru.gob.pe';'https://alerta.peru.gob.pe';'https://www.defensacivil.gob.pe';'https://www.cruzroja.org.pe']";"['explicación de desastres naturales';'medidas ante lluvias intensas';'qué hacer si hay un huaico';'prevención ante sismos']"
reportar_evento;Agradezco la ayuda brindada.;"['https://www.gob.pe/indeci';'https://www.ssalud.gob.pe']";"['protocolos de evacuación';'medidas ante lluvias intensas';'sugerencias sobre la calidad del aire']"
refugios_cercanos;¿Puedes explicarme qué es un aluvión?;"['https://www.peru.gob.pe';'https://www.senamhi.gob.pe';'https://www.digemid.minsa.gob.pe']";"['qué hacer si hay un huaico';'líneas de ayuda y emergencia']"
simulacro_fecha;Buenos días, ¿qué temas cubre este asistente?;"['https://www.digemid.minsa.gob.pe';'https://www.cenepred.gob.pe']";"['qué hacer si hay un huaico';'líneas de ayuda y emergencia';'prevención ante sismos']"
obtener_pronostico;Agradezco la ayuda brindada.;"['https://www.senamhi.gob.pe';'https://www.cenepred.gob.pe';'https://www.unisdr.org']";"['dónde acudir en caso de desastre';'explicación de desastres naturales']"
refugios_cercanos;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.digemid.minsa.gob.pe';'https://www.cenepred.gob.pe';'https://www.minsa.gob.pe']";"['explicación de desastres naturales';'sugerencias sobre la calidad del aire';'protocolos de evacuación';'dónde acudir en caso de desastre']"
recomendar_medidas;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.onu.org.pe/prevencion';'https://www.defensacivil.gob.pe';'https://www.ssalud.gob.pe']";"['cómo actuar durante una emergencia';'protocolos de evacuación']"
refugios_cercanos;¿Cuáles son las medidas de prevención frente a sismos?;"['https://alerta.peru.gob.pe';'https://www.minsa.gob.pe';'https://www.digemid.minsa.gob.pe']";"['líneas de ayuda y emergencia';'explicación de desastres naturales';'qué hacer si hay un huaico']"
alertas_meteorologicas;¿Cuáles son las medidas de prevención frente a sismos?;"['https://www.senamhi.gob.pe';'https://www.peru.gob.pe']";"['qué hacer si hay un huaico';'prevención ante sismos';'líneas de ayuda y emergencia']"
reportar_evento;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.cruzroja.org.pe';'https://www.peru.gob.pe';'https://www.minsa.gob.pe']";"['cómo participar en un simulacro';'alertas meteorológicas vigentes';'medidas ante lluvias intensas';'cómo actuar durante una emergencia']"
alertas_meteorologicas;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.peru.gob.pe';'https://alerta.peru.gob.pe']";"['protocolos de evacuación';'prevención ante sismos';'guía de preparación familiar']"
calidad_del_aire;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://alerta.peru.gob.pe';'https://www.unisdr.org';'https://www.ssalud.gob.pe']";"['protocolos de evacuación';'qué hacer si hay un huaico';'cómo actuar durante una emergencia';'prevención ante sismos']"
agradecimiento;¿Puedes explicarme qué es un aluvión?;"['https://www.digemid.minsa.gob.pe';'https://www.cenepred.gob.pe';'https://www.ssalud.gob.pe']";"['sugerencias sobre la calidad del aire';'alertas meteorológicas vigentes';'qué hacer si hay un huaico';'líneas de ayuda y emergencia']"
rutas_evacuacion;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.minsa.gob.pe';'https://www.onu.org.pe/prevencion';'https://www.cruzroja.org.pe']";"['dónde acudir en caso de desastre';'explicación de desastres naturales';'qué hacer si hay un huaico']"
refugios_cercanos;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.senamhi.gob.pe';'https://www.peru.gob.pe';'https://www.minsa.gob.pe']";"['guía de preparación familiar';'protocolos de evacuación';'alertas meteorológicas vigentes']"
plan_emergencia;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://www.cruzroja.org.pe';'https://www.gob.pe/indeci';'https://www.cenepred.gob.pe';'https://alerta.peru.gob.pe']";"['qué hacer si hay un huaico';'cómo actuar durante una emergencia';'líneas de ayuda y emergencia']"
refugios_cercanos;Indícame cómo protegerme de la mala calidad del aire.;"['https://www.cenepred.gob.pe';'https://www.gob.pe/indeci';'https://www.defensacivil.gob.pe';'https://www.onu.org.pe/prevencion']";"['guía de preparación familiar';'líneas de ayuda y emergencia';'alertas meteorológicas vigentes';'dónde acudir en caso de desastre']"
agradecimiento;Buenos días, ¿qué temas cubre este asistente?;"['https://www.senamhi.gob.pe';'https://www.digemid.minsa.gob.pe';'https://www.peru.gob.pe';'https://www.ssalud.gob.pe']";"['líneas de ayuda y emergencia';'qué hacer si hay un huaico';'medidas ante lluvias intensas';'guía de preparación familiar']"
agradecimiento;Agradezco la ayuda brindada.;"['https://www.cruzroja.org.pe';'https://www.onu.org.pe/prevencion';'https://alerta.peru.gob.pe']";"['explicación de desastres naturales';'guía de preparación familiar';'prevención ante sismos';'medidas ante lluvias intensas']"
lenguaje_inapropiado;Hola, gracias por la atención.;"['https://www.gob.pe/indeci';'https://www.digemid.minsa.gob.pe';'https://alerta.peru.gob.pe']";"['sugerencias sobre la calidad del aire';'qué hacer si hay un huaico';'medidas ante lluvias intensas']"
agradecimiento;Buenos días, ¿qué temas cubre este asistente?;"['https://www.cenepred.gob.pe';'https://www.unisdr.org';'https://alerta.peru.gob.pe']";"['prevención ante sismos';'cómo participar en un simulacro']"
refugios_cercanos;Buenos días, ¿qué temas cubre este asistente?;"['https://www.senamhi.gob.pe';'https://www.cruzroja.org.pe']";"['cómo actuar durante una emergencia';'dónde acudir en caso de desastre';'qué hacer si hay un huaico';'sugerencias sobre la calidad del aire']"
simulacro_fecha;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://www.cenepred.gob.pe';'https://www.gob.pe/indeci';'https://www.digemid.minsa.gob.pe';'https://www.cruzroja.org.pe']";"['guía de preparación familiar';'cómo participar en un simulacro']"
intencion_desconocida;¿Puedes explicarme qué es un aluvión?;"['https://www.unisdr.org';'https://www.defensacivil.gob.pe';'https://alerta.peru.gob.pe';'https://www.senamhi.gob.pe']";"['dónde acudir en caso de desastre';'cómo participar en un simulacro';'sugerencias sobre la calidad del aire']"
explicar_tipo_desastre;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.ssalud.gob.pe';'https://alerta.peru.gob.pe';'https://www.gob.pe/indeci';'https://www.minsa.gob.pe']";"['cómo participar en un simulacro';'sugerencias sobre la calidad del aire';'qué hacer si hay un huaico';'líneas de ayuda y emergencia']"
agradecimiento;¿Cuáles son las medidas de prevención frente a sismos?;"['https://www.peru.gob.pe';'https://www.gob.pe/indeci']";"['cómo participar en un simulacro';'prevención ante sismos';'protocolos de evacuación']"
refugios_cercanos;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.unisdr.org';'https://alerta.peru.gob.pe';'https://www.onu.org.pe/prevencion']";"['prevención ante sismos';'dónde acudir en caso de desastre';'sugerencias sobre la calidad del aire']"
plan_emergencia;¿Existen alertas meteorológicas vigentes para hoy?;"['https://www.unisdr.org';'https://www.gob.pe/indeci';'https://www.digemid.minsa.gob.pe']";"['líneas de ayuda y emergencia';'explicación de desastres naturales';'cómo participar en un simulacro';'protocolos de evacuación']"
obtener_pronostico;No entiendo lo que estás diciendo.;"['https://www.peru.gob.pe';'https://www.ssalud.gob.pe';'https://www.gob.pe/indeci']";"['líneas de ayuda y emergencia';'alertas meteorológicas vigentes';'sugerencias sobre la calidad del aire']"
despedida;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.gob.pe/indeci';'https://www.ssalud.gob.pe';'https://www.digemid.minsa.gob.pe']";"['cómo participar en un simulacro';'guía de preparación familiar';'sugerencias sobre la calidad del aire']"
saludo;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.onu.org.pe/prevencion';'https://www.unisdr.org';'https://www.minsa.gob.pe';'https://www.cruzroja.org.pe']";"['alertas meteorológicas vigentes';'dónde acudir en caso de desastre']"
plan_emergencia;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.cruzroja.org.pe';'https://alerta.peru.gob.pe';'https://www.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['sugerencias sobre la calidad del aire';'guía de preparación familiar';'cómo participar en un simulacro';'explicación de desastres naturales']"
agradecimiento;¿Puedes explicarme qué es un aluvión?;"['https://www.cruzroja.org.pe';'https://www.unisdr.org';'https://www.senamhi.gob.pe']";"['protocolos de evacuación';'guía de preparación familiar';'qué hacer si hay un huaico']"
calidad_del_aire;Buenos días, ¿qué temas cubre este asistente?;"['https://www.unisdr.org';'https://www.peru.gob.pe']";"['qué hacer si hay un huaico';'sugerencias sobre la calidad del aire']"
explicar_tipo_desastre;Agradezco la ayuda brindada.;"['https://www.peru.gob.pe';'https://alerta.peru.gob.pe';'https://www.cenepred.gob.pe']";"['prevención ante sismos';'protocolos de evacuación']"
calidad_del_aire;Indícame cómo protegerme de la mala calidad del aire.;"['https://alerta.peru.gob.pe';'https://www.minsa.gob.pe';'https://www.senamhi.gob.pe';'https://www.onu.org.pe/prevencion']";"['protocolos de evacuación';'medidas ante lluvias intensas';'prevención ante sismos';'sugerencias sobre la calidad del aire']"
ayuda;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.gob.pe/indeci';'https://www.senamhi.gob.pe']";"['cómo actuar durante una emergencia';'prevención ante sismos';'protocolos de evacuación']"
plan_emergencia;¿Qué tipo de lenguaje no está permitido aquí?;"['https://alerta.peru.gob.pe';'https://www.unisdr.org';'https://www.peru.gob.pe']";"['cómo participar en un simulacro';'medidas ante lluvias intensas']"
refugios_cercanos;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.defensacivil.gob.pe';'https://www.cenepred.gob.pe']";"['cómo actuar durante una emergencia';'guía de preparación familiar';'qué hacer si hay un huaico';'sugerencias sobre la calidad del aire']"
rutas_evacuacion;¿Cuáles son las medidas de prevención frente a sismos?;"['https://www.cenepred.gob.pe';'https://alerta.peru.gob.pe';'https://www.senamhi.gob.pe']";"['prevención ante sismos';'alertas meteorológicas vigentes']"
reportar_evento;No entiendo lo que estás diciendo.;"['https://www.senamhi.gob.pe';'https://www.cruzroja.org.pe';'https://www.defensacivil.gob.pe']";"['guía de preparación familiar';'sugerencias sobre la calidad del aire';'líneas de ayuda y emergencia';'cómo actuar durante una emergencia']"
despedida;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://www.senamhi.gob.pe';'https://www.cruzroja.org.pe';'https://www.cenepred.gob.pe';'https://www.unisdr.org']";"['prevención ante sismos';'guía de preparación familiar';'cómo participar en un simulacro']"
intencion_desconocida;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.defensacivil.gob.pe';'https://www.cenepred.gob.pe']";"['qué hacer si hay un huaico';'cómo actuar durante una emergencia';'medidas ante lluvias intensas']"
explicar_tipo_desastre;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.peru.gob.pe';'https://www.digemid.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['líneas de ayuda y emergencia';'alertas meteorológicas vigentes']"
recomendar_medidas;Agradezco la ayuda brindada.;"['https://www.cruzroja.org.pe';'https://alerta.peru.gob.pe']";"['cómo participar en un simulacro';'explicación de desastres naturales';'medidas ante lluvias intensas';'cómo actuar durante una emergencia']"
explicar_tipo_desastre;Indícame cómo protegerme de la mala calidad del aire.;"['https://www.digemid.minsa.gob.pe';'https://www.minsa.gob.pe']";"['sugerencias sobre la calidad del aire';'alertas meteorológicas vigentes';'medidas ante lluvias intensas']"
saludo;¿Cuáles son las medidas de prevención frente a sismos?;"['https://www.unisdr.org';'https://www.senamhi.gob.pe';'https://www.defensacivil.gob.pe']";"['prevención ante sismos';'cómo actuar durante una emergencia';'alertas meteorológicas vigentes';'líneas de ayuda y emergencia']"
calidad_del_aire;Indícame cómo protegerme de la mala calidad del aire.;"['https://www.onu.org.pe/prevencion';'https://www.minsa.gob.pe';'https://www.ssalud.gob.pe';'https://www.unisdr.org']";"['medidas ante lluvias intensas';'qué hacer si hay un huaico';'líneas de ayuda y emergencia';'alertas meteorológicas vigentes']"
saludo;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.cenepred.gob.pe';'https://alerta.peru.gob.pe']";"['líneas de ayuda y emergencia';'cómo participar en un simulacro']"
agradecimiento;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.minsa.gob.pe';'https://www.ssalud.gob.pe';'https://www.unisdr.org';'https://alerta.peru.gob.pe']";"['explicación de desastres naturales';'sugerencias sobre la calidad del aire';'dónde acudir en caso de desastre';'cómo participar en un simulacro']"
saludo;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.ssalud.gob.pe';'https://www.minsa.gob.pe';'https://www.gob.pe/indeci']";"['sugerencias sobre la calidad del aire';'explicación de desastres naturales';'medidas ante lluvias intensas']"
ayuda;¿Cuáles son las medidas de prevención frente a sismos?;"['https://www.onu.org.pe/prevencion';'https://www.peru.gob.pe']";"['alertas meteorológicas vigentes';'explicación de desastres naturales';'qué hacer si hay un huaico';'líneas de ayuda y emergencia']"
despedida;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.minsa.gob.pe';'https://www.defensacivil.gob.pe';'https://www.ssalud.gob.pe';'https://www.onu.org.pe/prevencion']";"['qué hacer si hay un huaico';'líneas de ayuda y emergencia']"
saludo;No entiendo lo que estás diciendo.;"['https://www.cruzroja.org.pe';'https://www.cenepred.gob.pe']";"['dónde acudir en caso de desastre';'medidas ante lluvias intensas';'líneas de ayuda y emergencia']"
agradecimiento;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.ssalud.gob.pe';'https://alerta.peru.gob.pe']";"['sugerencias sobre la calidad del aire';'alertas meteorológicas vigentes']"
plan_emergencia;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.digemid.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['dónde acudir en caso de desastre';'cómo actuar durante una emergencia';'líneas de ayuda y emergencia';'alertas meteorológicas vigentes']"
saludo;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.senamhi.gob.pe';'https://www.onu.org.pe/prevencion']";"['cómo participar en un simulacro';'líneas de ayuda y emergencia']"
lenguaje_inapropiado;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.cruzroja.org.pe';'https://www.defensacivil.gob.pe']";"['medidas ante lluvias intensas';'cómo actuar durante una emergencia';'dónde acudir en caso de desastre';'qué hacer si hay un huaico']"
simulacro_fecha;¿Existen alertas meteorológicas vigentes para hoy?;"['https://www.cruzroja.org.pe';'https://www.senamhi.gob.pe';'https://www.peru.gob.pe']";"['cómo participar en un simulacro';'qué hacer si hay un huaico';'explicación de desastres naturales']"
refugios_cercanos;Indícame cómo protegerme de la mala calidad del aire.;"['https://www.gob.pe/indeci';'https://alerta.peru.gob.pe';'https://www.peru.gob.pe']";"['líneas de ayuda y emergencia';'cómo participar en un simulacro']"
refugios_cercanos;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.cenepred.gob.pe';'https://www.cruzroja.org.pe';'https://www.gob.pe/indeci';'https://www.senamhi.gob.pe']";"['cómo participar en un simulacro';'alertas meteorológicas vigentes';'protocolos de evacuación']"
ayuda;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.senamhi.gob.pe';'https://www.unisdr.org']";"['sugerencias sobre la calidad del aire';'cómo participar en un simulacro';'dónde acudir en caso de desastre']"
refugios_cercanos;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.defensacivil.gob.pe';'https://www.cenepred.gob.pe']";"['protocolos de evacuación';'guía de preparación familiar';'medidas ante lluvias intensas';'prevención ante sismos']"
calidad_del_aire;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.cruzroja.org.pe';'https://alerta.peru.gob.pe']";"['qué hacer si hay un huaico';'cómo participar en un simulacro']"
reportar_evento;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.cenepred.gob.pe';'https://alerta.peru.gob.pe']";"['explicación de desastres naturales';'cómo actuar durante una emergencia';'sugerencias sobre la calidad del aire';'prevención ante sismos']"
calidad_del_aire;Indícame cómo protegerme de la mala calidad del aire.;"['https://www.digemid.minsa.gob.pe';'https://www.senamhi.gob.pe';'https://www.onu.org.pe/prevencion';'https://www.cruzroja.org.pe']";"['guía de preparación familiar';'cómo participar en un simulacro';'líneas de ayuda y emergencia']"
recomendar_medidas;Hola, gracias por la atención.;"['https://www.senamhi.gob.pe';'https://www.cenepred.gob.pe';'https://www.digemid.minsa.gob.pe']";"['alertas meteorológicas vigentes';'dónde acudir en caso de desastre';'protocolos de evacuación']"
agradecimiento;Agradezco la ayuda brindada.;"['https://www.minsa.gob.pe';'https://www.ssalud.gob.pe';'https://www.unisdr.org']";"['guía de preparación familiar';'cómo participar en un simulacro';'explicación de desastres naturales']"
ayuda;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.digemid.minsa.gob.pe';'https://www.gob.pe/indeci';'https://www.defensacivil.gob.pe']";"['dónde acudir en caso de desastre';'líneas de ayuda y emergencia';'explicación de desastres naturales';'alertas meteorológicas vigentes']"
intencion_desconocida;¿Existen alertas meteorológicas vigentes para hoy?;"['https://alerta.peru.gob.pe';'https://www.unisdr.org';'https://www.peru.gob.pe']";"['sugerencias sobre la calidad del aire';'guía de preparación familiar';'cómo actuar durante una emergencia';'dónde acudir en caso de desastre']"
intencion_desconocida;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.peru.gob.pe';'https://www.cenepred.gob.pe';'https://www.gob.pe/indeci';'https://www.unisdr.org']";"['alertas meteorológicas vigentes';'medidas ante lluvias intensas';'guía de preparación familiar';'prevención ante sismos']"
despedida;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.digemid.minsa.gob.pe';'https://www.peru.gob.pe';'https://alerta.peru.gob.pe']";"['cómo actuar durante una emergencia';'líneas de ayuda y emergencia']"
plan_emergencia;Indícame cómo protegerme de la mala calidad del aire.;"['https://www.unisdr.org';'https://alerta.peru.gob.pe';'https://www.cenepred.gob.pe']";"['protocolos de evacuación';'líneas de ayuda y emergencia']"
despedida;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.minsa.gob.pe';'https://www.digemid.minsa.gob.pe';'https://www.unisdr.org']";"['guía de preparación familiar';'medidas ante lluvias intensas']"
agradecimiento;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.cenepred.gob.pe';'https://www.unisdr.org';'https://www.senamhi.gob.pe']";"['cómo actuar durante una emergencia';'cómo participar en un simulacro';'prevención ante sismos';'explicación de desastres naturales']"
despedida;Hola, gracias por la atención.;"['https://www.minsa.gob.pe';'https://www.defensacivil.gob.pe';'https://www.senamhi.gob.pe';'https://www.ssalud.gob.pe']";"['guía de preparación familiar';'explicación de desastres naturales']"
saludo;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.cenepred.gob.pe';'https://www.ssalud.gob.pe']";"['qué hacer si hay un huaico';'medidas ante lluvias intensas']"
plan_emergencia;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.digemid.minsa.gob.pe';'https://www.unisdr.org';'https://alerta.peru.gob.pe']";"['sugerencias sobre la calidad del aire';'protocolos de evacuación';'qué hacer si hay un huaico';'explicación de desastres naturales']"
agradecimiento;Quiero reportar un huaico en mi zona.;"['https://www.onu.org.pe/prevencion';'https://www.senamhi.gob.pe']";"['guía de preparación familiar';'dónde acudir en caso de desastre';'cómo participar en un simulacro';'medidas ante lluvias intensas']"
explicar_tipo_desastre;Quiero reportar un huaico en mi zona.;"['https://www.gob.pe/indeci';'https://www.minsa.gob.pe']";"['dónde acudir en caso de desastre';'sugerencias sobre la calidad del aire']"
simulacro_fecha;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://alerta.peru.gob.pe';'https://www.cenepred.gob.pe';'https://www.minsa.gob.pe';'https://www.gob.pe/indeci']";"['guía de preparación familiar';'cómo participar en un simulacro';'cómo actuar durante una emergencia';'sugerencias sobre la calidad del aire']"
alertas_meteorologicas;¿Puedes explicarme qué es un aluvión?;"['https://www.unisdr.org';'https://www.cenepred.gob.pe']";"['líneas de ayuda y emergencia';'qué hacer si hay un huaico']"
refugios_cercanos;Hola, ¿me puedes orientar sobre qué hacer en un simulacro?;"['https://www.digemid.minsa.gob.pe';'https://www.minsa.gob.pe';'https://www.onu.org.pe/prevencion';'https://www.ssalud.gob.pe']";"['líneas de ayuda y emergencia';'prevención ante sismos';'explicación de desastres naturales']"
recomendar_medidas;No entiendo lo que estás diciendo.;"['https://www.cenepred.gob.pe';'https://www.onu.org.pe/prevencion']";"['alertas meteorológicas vigentes';'sugerencias sobre la calidad del aire']"
calidad_del_aire;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.digemid.minsa.gob.pe';'https://www.ssalud.gob.pe';'https://alerta.peru.gob.pe';'https://www.onu.org.pe/prevencion']";"['medidas ante lluvias intensas';'dónde acudir en caso de desastre']"
saludo;Dónde puedo acudir si mi vivienda ha sido afectada por un desastre natural.;"['https://www.cruzroja.org.pe';'https://www.senamhi.gob.pe']";"['prevención ante sismos';'explicación de desastres naturales']"
obtener_pronostico;Me gustaría saber si hay refugios disponibles cerca.;"['https://www.ssalud.gob.pe';'https://www.senamhi.gob.pe';'https://www.minsa.gob.pe']";"['prevención ante sismos';'qué hacer si hay un huaico']"
rutas_evacuacion;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.defensacivil.gob.pe';'https://www.minsa.gob.pe';'https://www.onu.org.pe/prevencion']";"['explicación de desastres naturales';'cómo participar en un simulacro']"
refugios_cercanos;¿Existen alertas meteorológicas vigentes para hoy?;"['https://www.ssalud.gob.pe';'https://www.senamhi.gob.pe';'https://www.gob.pe/indeci';'https://www.defensacivil.gob.pe']";"['alertas meteorológicas vigentes';'prevención ante sismos']"
intencion_desconocida;¿Qué tipo de lenguaje no está permitido aquí?;"['https://www.peru.gob.pe';'https://www.defensacivil.gob.pe';'https://www.cenepred.gob.pe']";"['protocolos de evacuación';'explicación de desastres naturales']"
rutas_evacuacion;¿Qué debo hacer si se emite una alerta por lluvias fuertes?;"['https://www.onu.org.pe/prevencion';'https://www.defensacivil.gob.pe';'https://www.minsa.gob.pe']";"['prevención ante sismos';'alertas meteorológicas vigentes']"
rutas_evacuacion;No entiendo lo que estás diciendo.;"['https://www.ssalud.gob.pe';'https://alerta.peru.gob.pe';'https://www.minsa.gob.pe';'https://www.cruzroja.org.pe']";"['cómo actuar durante una emergencia';'medidas ante lluvias intensas';'alertas meteorológicas vigentes']"
obtener_pronostico;¿Dónde encuentro información sobre rutas de evacuación?;"['https://www.defensacivil.gob.pe';'https://www.cenepred.gob.pe']";"['qué hacer si hay un huaico';'guía de preparación familiar';'medidas ante lluvias intensas';'protocolos de evacuación']"
despedida;¿Existen alertas meteorológicas vigentes para hoy?;"['https://www.cruzroja.org.pe';'https://www.minsa.gob.pe';'https://www.gob.pe/indeci';'https://www.ssalud.gob.pe']";"['alertas meteorológicas vigentes';'dónde acudir en caso de desastre';'protocolos de evacuación';'prevención ante sismos']"
rutas_evacuacion;Agradezco la ayuda brindada.;"['https://www.digemid.minsa.gob.pe';'https://www.unisdr.org']";"['prevención ante sismos';'qué hacer si hay un huaico';'líneas de ayuda y emergencia']"
rutas_evacuacion;¿Existen alertas meteorológicas vigentes para hoy?;"['https://alerta.peru.gob.pe';'https://www.minsa.gob.pe';'https://www.defensacivil.gob.pe']";"['sugerencias sobre la calidad del aire';'alertas meteorológicas vigentes']"
simulacro_fecha;¿Existen alertas meteorológicas vigentes para hoy?;"['https://alerta.peru.gob.pe';'https://www.onu.org.pe/prevencion';'https://www.cenepred.gob.pe';'https://www.digemid.minsa.gob.pe']";"['dónde acudir en caso de desastre';'medidas ante lluvias intensas';'líneas de ayuda y emergencia']"
saludo;Buenas tardes, ¿hay pronóstico de tormenta hoy?;"['https://www.digemid.minsa.gob.pe';'https://www.ssalud.gob.pe';'https://alerta.peru.gob.pe']";"['líneas de ayuda y emergencia';'protocolos de evacuación']"
lenguaje_inapropiado;¿Puedes explicarme qué es un aluvión?;"['https://www.unisdr.org';'https://www.cenepred.gob.pe';'https://www.ssalud.gob.pe';'https://www.digemid.minsa.gob.pe']";"['protocolos de evacuación';'sugerencias sobre la calidad del aire']"
